Nombre de imagen,Predicción ViT,Tiempo ViT (ms),Predicción ResNet50,Tiempo ResNet50 (ms)
10_mp4-10_jpg.rf.b87509668caff369c5501325477e6d9a.jpg,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",211.08,646,59.77
